Timestamp,CO2_ppm,Temperature_C,Humidity_%RH,AQI,TVOC_ppb,eCO2_ppm,H2_ppm,H2S_ppm,NH3_ppm,CH4_ppm,CO_ppm
11/14/2024 13:03:19,666,30.28,28.51,3,413,839,51.78,0.36,2.02,0.00,28.42
11/14/2024 13:03:21,666,30.07,28.78,3,406,837,51.45,0.35,2.00,0.00,32.99
11/14/2024 13:03:22,666,30.07,28.78,3,392,832,51.61,0.35,2.00,0.00,34.97
11/14/2024 13:03:23,666,30.07,28.78,3,381,829,51.94,0.35,2.02,0.00,35.18
11/14/2024 13:03:24,666,30.07,28.78,3,400,835,51.78,0.36,1.98,0.00,33.58
11/14/2024 13:03:25,666,30.07,28.78,3,402,835,51.45,0.36,1.96,0.00,31.47
11/14/2024 13:03:26,667,29.89,29.01,3,385,830,51.29,0.36,2.02,0.00,29.29
11/14/2024 13:03:27,667,29.89,29.01,3,393,833,51.94,0.37,2.04,0.00,26.90
11/14/2024 13:03:28,667,29.89,29.01,3,408,837,51.94,0.37,2.02,0.00,24.81
11/14/2024 13:03:29,667,29.89,29.01,3,393,832,51.61,0.37,2.04,0.00,22.85
11/14/2024 13:03:30,666,29.73,29.23,3,402,835,51.78,0.36,2.02,0.00,21.28
11/14/2024 13:03:31,666,29.73,29.23,3,394,833,51.45,0.36,2.06,0.00,19.93
11/14/2024 13:03:32,666,29.73,29.23,3,409,838,51.78,0.37,2.04,0.00,18.64
11/14/2024 13:03:33,666,29.73,29.23,3,388,831,51.61,0.37,2.04,0.00,17.53
11/14/2024 13:03:34,666,29.73,29.23,3,383,829,51.29,0.37,2.06,0.00,16.70
11/14/2024 13:03:35,664,29.60,29.37,3,392,832,51.61,0.37,2.06,0.00,15.91
11/14/2024 13:03:36,664,29.60,29.37,3,398,834,51.61,0.37,2.06,0.00,15.25
11/14/2024 13:03:37,664,29.60,29.37,3,378,827,51.61,0.38,2.06,0.00,14.60
11/14/2024 13:03:38,664,29.60,29.37,3,395,833,52.27,0.39,2.06,0.00,14.29
